0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,0,3,0,0
0,3,0,0,1,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,3,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,1,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,3,0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,3
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0
0,3,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,3,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,0,0,0,0
0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,0,3,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,6,3,0,0,0,0,0,3,0,0,0,0,0,3,0
0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,3,6,6,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0
0,3,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,3,0,0,3,6,6,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
